producto,precioFinal,fechaPublicacion
Keroseno,612.0,2014-06-12
Av-Gas,1037.0,2014-06-12
Jet fuel A-1,646.0,2014-06-12
Gasolina súper,786.0,2014-05-28
Gasolina plus 91,760.0,2014-05-28
Gasolina plus 91 pescadores,0.0,2014-05-28
Diésel 50 ppm de azufre,689.0,2014-05-28
Diésel pescadores,0.0,2014-05-28
Diésel 15,0.0,2014-05-28
Diésel térmico,0.0,2014-05-28
Keroseno,611.0,2014-05-28
Búnker,0.0,2014-05-28
Búnker de bajo azufre,0.0,2014-05-28
IFO 380,0.0,2014-05-28
Asfalto,0.0,2014-05-28
Diésel pesado,0.0,2014-05-28
Emulsión asfáltica,0.0,2014-05-28
LPG (70-30),0.0,2014-05-28
LPG (rico en propano),0.0,2014-05-28
Av-Gas,1036.0,2014-05-28
Jet fuel A-1,646.0,2014-05-28
Nafta liviana,0.0,2014-05-28
Nafta Pesada,0.0,2014-05-28
Gasolina súper,778.0,2014-05-21
Gasolina plus 91,756.0,2014-05-21
Gasolina plus 91 pescadores,0.0,2014-05-21
Diésel 50 ppm de azufre,677.0,2014-05-21
Diésel pescadores,0.0,2014-05-21
Diésel 15,0.0,2014-05-21
Diésel térmico,0.0,2014-05-21
Keroseno,602.0,2014-05-21
Búnker,0.0,2014-05-21
Búnker de bajo azufre,0.0,2014-05-21
IFO 380,0.0,2014-05-21
Asfalto,0.0,2014-05-21
Diésel pesado,0.0,2014-05-21
Emulsión asfáltica,0.0,2014-05-21
LPG (70-30),0.0,2014-05-21
LPG (rico en propano),0.0,2014-05-21
Av-Gas,1027.0,2014-05-21
Jet fuel A-1,637.0,2014-05-21
Nafta liviana,0.0,2014-05-21
Nafta Pesada,0.0,2014-05-21
Gasolina súper,773.0,2014-05-14
Gasolina plus 91,752.0,2014-05-14
Gasolina plus 91 pescadores,0.0,2014-05-14
Diésel 50 ppm de azufre,674.0,2014-05-14
Diésel pescadores,0.0,2014-05-14
Diésel 15,0.0,2014-05-14
Diésel térmico,0.0,2014-05-14
Keroseno,601.0,2014-05-14
Búnker,0.0,2014-05-14
Búnker de bajo azufre,0.0,2014-05-14
IFO 380,0.0,2014-05-14
Asfalto,0.0,2014-05-14
Diésel pesado,0.0,2014-05-14
Emulsión asfáltica,0.0,2014-05-14
LPG (70-30),0.0,2014-05-14
LPG (rico en propano),0.0,2014-05-14
Av-Gas,1022.0,2014-05-14
Jet fuel A-1,634.0,2014-05-14
Nafta liviana,0.0,2014-05-14
Nafta Pesada,0.0,2014-05-14
Gasolina súper,756.0,2014-04-04
Gasolina plus 91,723.0,2014-04-04
Diésel 50 ppm de azufre,675.0,2014-04-04
Keroseno,606.0,2014-04-04
Av-Gas,1003.0,2014-04-04
Jet fuel A-1,639.0,2014-04-04
Gasolina súper,726.0,2014-04-04
Gasolina plus 91,702.0,2014-04-04
Gasolina plus 91 pescadores,0.0,2014-04-04
Diésel 50 ppm de azufre,666.0,2014-04-04
Diésel pescadores,0.0,2014-04-04
Diésel 15,0.0,2014-04-04
Diésel térmico,0.0,2014-04-04
Keroseno,596.0,2014-04-04
Búnker,0.0,2014-04-04
Búnker de bajo azufre,0.0,2014-04-04
IFO 380,0.0,2014-04-04
Asfalto,0.0,2014-04-04
Diésel pesado,0.0,2014-04-04
Emulsión asfáltica,0.0,2014-04-04
LPG (70-30),0.0,2014-04-04
LPG (rico en propano),0.0,2014-04-04
Av-Gas,993.0,2014-04-04
Jet fuel A-1,629.0,2014-04-04
Nafta liviana,0.0,2014-04-04
Nafta Pesada,0.0,2014-04-04
Gasolina súper,711.0,2014-03-07
Gasolina plus 91,687.0,2014-03-07
Gasolina plus 91 pescadores,0.0,2014-03-07
Diésel 50 ppm de azufre,650.0,2014-03-07
Diésel pescadores,0.0,2014-03-07
Diésel 15,0.0,2014-03-07
Diésel térmico,0.0,2014-03-07
Keroseno,580.0,2014-03-07
Búnker,0.0,2014-03-07
Búnker de bajo azufre,0.0,2014-03-07
IFO 380,0.0,2014-03-07
Asfalto,0.0,2014-03-07
Diésel pesado,0.0,2014-03-07
Emulsión asfáltica,0.0,2014-03-07
LPG (70-30),0.0,2014-03-07
LPG (rico en propano),0.0,2014-03-07
L.N.G. (gas natural licuado),0.0,2014-03-07
Av-Gas,967.0,2014-03-07
Jet fuel A-1,612.0,2014-03-07
Nafta liviana,0.0,2014-03-07
Nafta Pesada,0.0,2014-03-07
Gasolina súper,685.0,2014-02-06
Gasolina plus 91,662.0,2014-02-06
Gasolina plus 91 pescadores,0.0,2014-02-06
Diésel 50 ppm de azufre,631.0,2014-02-06
Diésel pescadores,0.0,2014-02-06
Diésel 15,0.0,2014-02-06
Diésel térmico,0.0,2014-02-06
Keroseno,565.0,2014-02-06
Búnker,0.0,2014-02-06
Búnker de bajo azufre,0.0,2014-02-06
IFO 380,0.0,2014-02-06
Asfalto,0.0,2014-02-06
Diésel pesado,0.0,2014-02-06
Emulsión asfáltica,0.0,2014-02-06
LPG (70-30),0.0,2014-02-06
LPG (rico en propano),0.0,2014-02-06
L.N.G. (gas natural licuado),0.0,2014-02-06
Av-Gas,937.0,2014-02-06
Jet fuel A-1,598.0,2014-02-06
Nafta liviana,0.0,2014-02-06
Nafta Pesada,0.0,2014-02-06
Gasolina súper,672.0,2014-01-21
Gasolina plus 91,648.0,2014-01-21
Gasolina plus 91 pescadores,0.0,2014-01-21
Diésel 50 ppm de azufre,632.0,2014-01-21
Diésel pescadores,0.0,2014-01-21
Diésel térmico,0.0,2014-01-21
Diésel 15,0.0,2014-01-21
Keroseno,562.0,2014-01-21
Búnker,0.0,2014-01-21
Búnker de bajo azufre,0.0,2014-01-21
IFO 380,0.0,2014-01-21
Asfalto,0.0,2014-01-21
Diésel pesado,0.0,2014-01-21
Emulsión asfáltica,0.0,2014-01-21
LPG (70-30),0.0,2014-01-21
LPG (rico en propano),0.0,2014-01-21
L.N.G. (gas natural licuado),0.0,2014-01-21
Av-Gas,936.0,2014-01-21
Jet fuel A-1,594.0,2014-01-21
Nafta liviana,0.0,2014-01-21
Nafta Pesada,0.0,2014-01-21
Gasolina súper,667.0,2013-11-29
Gasolina plus 91,651.0,2013-11-29
Gasolina plus 91 pescadores,0.0,2013-11-29
Diésel 50 ppm de azufre,619.0,2013-11-29
Diésel pescadores,0.0,2013-11-29
Diésel térmico,0.0,2013-11-29
Diésel 15,0.0,2013-11-29
Keroseno,553.0,2013-11-29
Búnker,0.0,2013-11-29
Búnker de bajo azufre,0.0,2013-11-29
IFO 380,0.0,2013-11-29
Asfalto,0.0,2013-11-29
Diésel pesado,0.0,2013-11-29
Emulsión asfáltica,0.0,2013-11-29
LPG (70-30),0.0,2013-11-29
LPG (rico en propano),0.0,2013-11-29
L.N.G. (gas natural licuado),0.0,2013-11-29
Av-Gas,881.0,2013-11-29
Jet fuel A-1,572.0,2013-11-29
Nafta liviana,0.0,2013-11-29
Nafta Pesada,0.0,2013-11-29
Gasolina súper,693.0,2013-11-26
Gasolina plus 91,675.0,2013-11-26
Gasolina plus 91 pescadores,0.0,2013-11-26
Diésel 50 ppm de azufre,632.0,2013-11-26
Diésel pescadores,0.0,2013-11-26
Diésel térmico,0.0,2013-11-26
Keroseno,561.0,2013-11-26
Búnker,0.0,2013-11-26
Búnker de bajo azufre,0.0,2013-11-26
IFO 380,0.0,2013-11-26
Asfalto,0.0,2013-11-26
Diésel pesado,0.0,2013-11-26
Emulsión asfáltica,0.0,2013-11-26
LPG (70-30),0.0,2013-11-26
LPG (rico en propano),0.0,2013-11-26
L.N.G. (gas natural licuado),0.0,2013-11-26
Av-Gas,872.0,2013-11-26
Jet fuel A-1,579.0,2013-11-26
Nafta liviana,0.0,2013-11-26
Nafta Pesada,0.0,2013-11-26
Gasolina súper,691.0,2013-10-31
Gasolina plus 91,674.0,2013-10-31
Gasolina plus 91 pescadores,0.0,2013-10-31
Diésel 50 ppm de azufre,632.0,2013-10-31
Diésel pescadores,0.0,2013-10-31
Diésel térmico,0.0,2013-10-31
Diésel 15,0.0,2013-10-31
Keroseno,560.0,2013-10-31
Búnker,0.0,2013-10-31
Búnker de bajo azufre,0.0,2013-10-31
IFO 380,0.0,2013-10-31
Asfalto,0.0,2013-10-31
Diésel pesado,0.0,2013-10-31
Emulsión asfáltica,0.0,2013-10-31
LPG (70-30),0.0,2013-10-31
LPG (rico en propano),0.0,2013-10-31
L.N.G. (gas natural licuado),0.0,2013-10-31
Av-Gas,871.0,2013-10-31
Jet fuel A-1,579.0,2013-10-31
Nafta liviana,0.0,2013-10-31
Nafta Pesada,0.0,2013-10-31
Gasolina súper,721.0,2013-10-03
Gasolina plus 91,702.0,2013-10-03
Gasolina plus 91 pescadores,0.0,2013-10-03
Diésel 50 ppm de azufre,649.0,2013-10-03
Diésel pescadores,0.0,2013-10-03
Diésel térmico,0.0,2013-10-03
Diésel 15,0.0,2013-10-03
Keroseno,577.0,2013-10-03
Búnker,0.0,2013-10-03
Búnker de bajo azufre,0.0,2013-10-03
IFO 380,0.0,2013-10-03
Asfalto,0.0,2013-10-03
Diésel pesado,0.0,2013-10-03
Emulsión asfáltica,0.0,2013-10-03
LPG (70-30),0.0,2013-10-03
LPG (rico en propano),0.0,2013-10-03
L.N.G. (gas natural licuado),0.0,2013-10-03
Av-Gas,880.0,2013-10-03
Jet fuel A-1,596.0,2013-10-03
Nafta liviana,0.0,2013-10-03
Nafta Pesada,0.0,2013-10-03
Gasolina plus 91,729.0,2013-10-01
Diésel 50 ppm de azufre,634.0,2013-10-01
Av-Gas,888.0,2013-10-01
Jet fuel A-1,582.0,2013-10-01
Gasolina súper,752.0,2013-10-01
Gasolina plus 91,728.0,2013-10-01
Gasolina plus 91 pescadores,0.0,2013-10-01
Diésel 50 ppm de azufre,633.0,2013-10-01
Diésel pescadores,0.0,2013-10-01
Diésel térmico,0.0,2013-10-01
Keroseno,563.0,2013-10-01
Búnker,0.0,2013-10-01
Búnker de bajo azufre,0.0,2013-10-01
IFO 380,0.0,2013-10-01
Asfalto,0.0,2013-10-01
Diésel pesado,0.0,2013-10-01
Emulsión asfáltica,0.0,2013-10-01
LPG (70-30),0.0,2013-10-01
LPG (rico en propano),0.0,2013-10-01
L.N.G. (gas natural licuado),0.0,2013-10-01
Av-Gas,887.0,2013-10-01
Jet fuel A-1,581.0,2013-10-01
Nafta liviana,0.0,2013-10-01
Nafta Pesada,0.0,2013-10-01
Gasolina súper,755.0,2013-09-03
Gasolina plus 91,729.0,2013-09-03
Gasolina plus 91 pescadores,0.0,2013-09-03
Diésel 50 ppm de azufre,633.0,2013-09-03
Diésel pescadores,0.0,2013-09-03
Diésel térmico,0.0,2013-09-03
Diésel 15,0.0,2013-09-03
Keroseno,563.0,2013-09-03
Búnker,0.0,2013-09-03
Búnker de bajo azufre,0.0,2013-09-03
IFO 380,0.0,2013-09-03
Asfalto,0.0,2013-09-03
Diésel pesado,0.0,2013-09-03
Emulsión asfáltica,0.0,2013-09-03
LPG (70-30),0.0,2013-09-03
LPG (rico en propano),0.0,2013-09-03
L.N.G. (gas natural licuado),0.0,2013-09-03
Av-Gas,984.0,2013-09-03
Jet fuel A-1,589.0,2013-09-03
Nafta liviana,0.0,2013-09-03
Nafta Pesada,0.0,2013-09-03
Gasolina súper,738.0,2013-08-05
Gasolina plus 91,708.0,2013-08-05
Gasolina plus 91 pescadores,0.0,2013-08-05
Diésel 50 ppm de azufre,623.0,2013-08-05
Diésel pescadores,0.0,2013-08-05
Diésel térmico,0.0,2013-08-05
Diésel 15,0.0,2013-08-05
Keroseno,549.0,2013-08-05
Búnker,0.0,2013-08-05
Búnker de bajo azufre,0.0,2013-08-05
IFO 380,0.0,2013-08-05
Asfalto,0.0,2013-08-05
Diésel pesado,0.0,2013-08-05
Emulsión asfáltica,0.0,2013-08-05
LPG (70-30),0.0,2013-08-05
LPG (rico en propano),0.0,2013-08-05
L.N.G. (gas natural licuado),0.0,2013-08-05
Av-Gas,976.0,2013-08-05
Jet fuel A-1,576.0,2013-08-05
Nafta liviana,0.0,2013-08-05
Nafta Pesada,0.0,2013-08-05
Gasolina súper,739.0,2013-07-05
Gasolina plus 91,707.0,2013-07-05
Gasolina plus 91 pescadores,0.0,2013-07-05
Diésel 50 ppm de azufre,611.0,2013-07-05
Diésel pescadores,0.0,2013-07-05
Diésel térmico,0.0,2013-07-05
Diésel 15,0.0,2013-07-05
Keroseno,538.0,2013-07-05
Búnker,0.0,2013-07-05
Búnker de bajo azufre,0.0,2013-07-05
IFO 380,0.0,2013-07-05
Asfalto,0.0,2013-07-05
Diésel pesado,0.0,2013-07-05
Emulsión asfáltica,0.0,2013-07-05
LPG (70-30),0.0,2013-07-05
LPG (rico en propano),0.0,2013-07-05
Av-Gas,983.0,2013-07-05
Jet fuel A-1,564.0,2013-07-05
Nafta liviana,0.0,2013-07-05
Nafta Pesada,0.0,2013-07-05
Gasolina súper,742.0,2013-06-11
Gasolina plus 91,702.0,2013-06-11
Gasolina plus 91 pescadores,0.0,2013-06-11
Diésel 50 ppm de azufre,619.0,2013-06-11
Diésel pescadores,0.0,2013-06-11
Diésel térmico,0.0,2013-06-11
Keroseno,529.0,2013-06-11
Búnker,0.0,2013-06-11
Búnker de bajo azufre,0.0,2013-06-11
IFO 380,0.0,2013-06-11
Asfalto,0.0,2013-06-11
Diésel pesado,0.0,2013-06-11
Emulsión asfáltica,0.0,2013-06-11
LPG (70-30),0.0,2013-06-11
LPG (rico en propano),0.0,2013-06-11
L.N.G. (gas natural licuado),0.0,2013-06-11
Av-Gas,952.0,2013-06-11
Jet fuel A-1,570.0,2013-06-11
Nafta liviana,0.0,2013-06-11
Nafta Pesada,0.0,2013-06-11
Gasolina súper,742.0,2013-05-30
Gasolina plus 91,702.0,2013-05-30
Gasolina plus 91 pescadores,0.0,2013-05-30
Diésel 50 ppm de azufre,619.0,2013-05-30
Diésel pescadores,0.0,2013-05-30
Diésel térmico,0.0,2013-05-30
Keroseno,529.0,2013-05-30
Búnker,0.0,2013-05-30
IFO 380,0.0,2013-05-30
Asfalto,0.0,2013-05-30
Diésel pesado,0.0,2013-05-30
Emulsión asfáltica,0.0,2013-05-30
LPG (70-30),0.0,2013-05-30
LPG (rico en propano),0.0,2013-05-30
Av-Gas,952.0,2013-05-30
Jet fuel A-1,570.0,2013-05-30
Nafta liviana,0.0,2013-05-30
Nafta Pesada,0.0,2013-05-30
Gasolina súper,744.0,2013-05-20
Gasolina plus 91,705.0,2013-05-20
Gasolina plus 91 pescadores,0.0,2013-05-20
Diésel 50 ppm de azufre,641.0,2013-05-20
Diésel pescadores,0.0,2013-05-20
Diésel térmico,0.0,2013-05-20
Keroseno,560.0,2013-05-20
Búnker,0.0,2013-05-20
IFO 380,0.0,2013-05-20
Asfalto,0.0,2013-05-20
Diésel pesado,0.0,2013-05-20
Emulsión asfáltica,0.0,2013-05-20
LPG (70-30),0.0,2013-05-20
LPG (rico en propano),0.0,2013-05-20
Av-Gas,950.0,2013-05-20
Jet fuel A-1,601.0,2013-05-20
Nafta liviana,0.0,2013-05-20
Nafta Pesada,0.0,2013-05-20
Gasolina súper,739.0,2013-04-30
Gasolina plus 91,699.0,2013-04-30
Gasolina plus 91 pescadores,0.0,2013-04-30
Diésel 50 ppm de azufre,638.0,2013-04-30
Diésel pescadores,0.0,2013-04-30
Diésel térmico,0.0,2013-04-30
Keroseno,559.0,2013-04-30
Búnker,0.0,2013-04-30
IFO 380,0.0,2013-04-30
Asfalto,0.0,2013-04-30
Diésel pesado,0.0,2013-04-30
Emulsión asfáltica,0.0,2013-04-30
LPG (70-30),0.0,2013-04-30
LPG (rico en propano),0.0,2013-04-30
Av-Gas,944.0,2013-04-30
Jet fuel A-1,598.0,2013-04-30
Nafta liviana,0.0,2013-04-30
Nafta Pesada,0.0,2013-04-30
Gasolina súper,739.0,2013-04-25
Gasolina plus 91,697.0,2013-04-25
Gasolina plus 91 pescadores,0.0,2013-04-25
Diésel 50 ppm de azufre,658.0,2013-04-25
Diésel pescadores,0.0,2013-04-25
Diésel térmico,0.0,2013-04-25
Keroseno,595.0,2013-04-25
Búnker,0.0,2013-04-25
IFO 380,0.0,2013-04-25
Asfalto,0.0,2013-04-25
Diésel pesado,0.0,2013-04-25
Emulsión asfáltica,0.0,2013-04-25
LPG (70-30),0.0,2013-04-25
LPG (rico en propano),0.0,2013-04-25
Av-Gas,955.0,2013-04-25
Jet fuel A-1,634.0,2013-04-25
Nafta liviana,0.0,2013-04-25
Nafta Pesada,0.0,2013-04-25
Gasolina súper,767.0,2013-04-03
Gasolina plus 91,721.0,2013-04-03
Gasolina plus 91 pescadores,0.0,2013-04-03
Diésel 50 ppm de azufre,650.0,2013-04-03
Diésel pescadores,0.0,2013-04-03
Diésel térmico,0.0,2013-04-03
Keroseno,576.0,2013-04-03
Búnker,0.0,2013-04-03
IFO 380,0.0,2013-04-03
Asfalto,0.0,2013-04-03
Diésel pesado,0.0,2013-04-03
Emulsión asfáltica,0.0,2013-04-03
LPG (70-30),0.0,2013-04-03
LPG (rico en propano),0.0,2013-04-03
Av-Gas,962.0,2013-04-03
Jet fuel A-1,616.0,2013-04-03
Nafta liviana,0.0,2013-04-03
Nafta Pesada,0.0,2013-04-03
Gasolina súper,735.0,2013-02-28
Gasolina plus 91,693.0,2013-02-28
Gasolina plus 91 pescadores,0.0,2013-02-28
Diésel 50 ppm de azufre,656.0,2013-02-28
Diésel pescadores,0.0,2013-02-28
Diésel térmico,0.0,2013-02-28
Keroseno,594.0,2013-02-28
Búnker,0.0,2013-02-28
IFO 380,0.0,2013-02-28
Asfalto,0.0,2013-02-28
Diésel pesado,0.0,2013-02-28
Emulsión asfáltica,0.0,2013-02-28
LPG (70-30),0.0,2013-02-28
LPG (rico en propano),0.0,2013-02-28
Av-Gas,952.0,2013-02-28
Jet fuel A-1,632.0,2013-02-28
Nafta liviana,0.0,2013-02-28
Nafta Pesada,0.0,2013-02-28
Gasolina súper,718.0,2013-02-25
Gasolina plus 91,678.0,2013-02-25
Diésel 50 ppm de azufre,641.0,2013-02-25
Diésel térmico,0.0,2013-02-25
Keroseno,574.0,2013-02-25
Av-Gas,947.0,2013-02-25
Jet fuel A-1,612.0,2013-02-25
Gasolina súper,718.0,2013-02-05
Gasolina plus 91,678.0,2013-02-05
Gasolina plus 91 pescadores,0.0,2013-02-05
Diésel 50 ppm de azufre,640.0,2013-02-05
Diésel pescadores,0.0,2013-02-05
Diésel térmico,0.0,2013-02-05
Keroseno,574.0,2013-02-05
Búnker,0.0,2013-02-05
IFO 380,0.0,2013-02-05
Asfalto,0.0,2013-02-05
Diésel pesado,0.0,2013-02-05
Emulsión asfáltica,0.0,2013-02-05
LPG (70-30),0.0,2013-02-05
LPG (rico en propano),0.0,2013-02-05
Av-Gas,946.0,2013-02-05
Jet fuel A-1,612.0,2013-02-05
Nafta liviana,0.0,2013-02-05
Nafta Pesada,0.0,2013-02-05
Gasolina súper,675.0,2012-12-24
Gasolina plus 91,643.0,2012-12-24
Gasolina plus 91 pescadores,0.0,2012-12-24
Diésel 50 ppm de azufre,632.0,2012-12-24
Diésel pescadores,0.0,2012-12-24
Diésel térmico,0.0,2012-12-24
Keroseno,559.0,2012-12-24
Búnker,0.0,2012-12-24
IFO 380,0.0,2012-12-24
Asfalto,0.0,2012-12-24
Diésel pesado,0.0,2012-12-24
Emulsión asfáltica,0.0,2012-12-24
LPG (70-30),0.0,2012-12-24
LPG (rico en propano),0.0,2012-12-24
Av-Gas,943.0,2012-12-24
Jet fuel A-1,597.0,2012-12-24
Nafta liviana,0.0,2012-12-24
Nafta Pesada,0.0,2012-12-24
Gasolina súper,688.0,2012-11-23
Gasolina plus 91,665.0,2012-11-23
Gasolina plus 91 pescadores,0.0,2012-11-23
Diésel 50 ppm de azufre,640.0,2012-11-23
Diésel pescadores,0.0,2012-11-23
Diésel térmico,0.0,2012-11-23
Keroseno,559.0,2012-11-23
Búnker,0.0,2012-11-23
IFO 380,0.0,2012-11-23
Asfalto,0.0,2012-11-23
Diésel pesado,0.0,2012-11-23
Emulsión asfáltica,0.0,2012-11-23
LPG (70-30),0.0,2012-11-23
LPG (rico en propano),0.0,2012-11-23
Av-Gas,900.0,2012-11-23
Jet fuel A-1,593.0,2012-11-23
Nafta liviana,0.0,2012-11-23
Nafta Pesada,0.0,2012-11-23
Gasolina súper,769.0,2012-11-12
Gasolina plus 91,736.0,2012-11-12
Gasolina plus 91 pescadores,0.0,2012-11-12
Diésel 50 ppm de azufre,667.0,2012-11-12
Diésel pescadores,0.0,2012-11-12
Diésel térmico,0.0,2012-11-12
Keroseno,588.0,2012-11-12
Búnker,0.0,2012-11-12
IFO 380,0.0,2012-11-12
Asfalto,0.0,2012-11-12
Diésel pesado,0.0,2012-11-12
Emulsión asfáltica,0.0,2012-11-12
LPG (70-30),0.0,2012-11-12
LPG (rico en propano),0.0,2012-11-12
Av-Gas,913.0,2012-11-12
Jet fuel A-1,622.0,2012-11-12
Nafta liviana,0.0,2012-11-12
Nafta Pesada,0.0,2012-11-12
Gasolina súper,786.0,2012-10-24
Gasolina plus 91,748.0,2012-10-24
Gasolina plus 91 pescadores,0.0,2012-10-24
Diésel 50 ppm de azufre,669.0,2012-10-24
Diésel pescadores,0.0,2012-10-24
Diésel térmico,0.0,2012-10-24
Keroseno,597.0,2012-10-24
Búnker,0.0,2012-10-24
IFO 380,0.0,2012-10-24
Asfalto,0.0,2012-10-24
Diésel pesado,0.0,2012-10-24
Emulsión asfáltica,0.0,2012-10-24
LPG (70-30),0.0,2012-10-24
LPG (rico en propano),0.0,2012-10-24
Av-Gas,917.0,2012-10-24
Jet fuel A-1,631.0,2012-10-24
Nafta liviana,0.0,2012-10-24
Nafta Pesada,0.0,2012-10-24
Gasolina súper,756.0,2012-09-25
Gasolina plus 91,718.0,2012-09-25
Gasolina plus 91 pescadores,0.0,2012-09-25
Diésel 50 ppm de azufre,636.0,2012-09-25
Diésel pescadores,0.0,2012-09-25
Diésel térmico,0.0,2012-09-25
Keroseno,568.0,2012-09-25
Búnker,0.0,2012-09-25
IFO 380,0.0,2012-09-25
Asfalto,0.0,2012-09-25
Diésel pesado,0.0,2012-09-25
Emulsión asfáltica,0.0,2012-09-25
LPG (70-30),0.0,2012-09-25
LPG (rico en propano),0.0,2012-09-25
Av-Gas,897.0,2012-09-25
Jet fuel A-1,602.0,2012-09-25
Nafta liviana,0.0,2012-09-25
Nafta Pesada,0.0,2012-09-25
Gasolina súper,727.0,2012-08-31
Gasolina plus 91,684.0,2012-08-31
Gasolina plus 91 pescadores,0.0,2012-08-31
Diésel 50 ppm de azufre,611.0,2012-08-31
Diésel pescadores,0.0,2012-08-31
Diésel térmico,0.0,2012-08-31
Keroseno,538.0,2012-08-31
Búnker,0.0,2012-08-31
IFO 380,0.0,2012-08-31
Asfalto,0.0,2012-08-31
Diésel pesado,0.0,2012-08-31
Emulsión asfáltica,0.0,2012-08-31
LPG (70-30),0.0,2012-08-31
LPG (rico en propano),0.0,2012-08-31
Av-Gas,828.0,2012-08-31
Jet fuel A-1,572.0,2012-08-31
Nafta liviana,0.0,2012-08-31
Nafta Pesada,0.0,2012-08-31
Gasolina súper,723.0,2012-08-16
Gasolina plus 91,681.0,2012-08-16
Gasolina plus 91 pescadores,0.0,2012-08-16
Diésel 50 ppm de azufre,609.0,2012-08-16
Diésel pescadores,0.0,2012-08-16
Diésel térmico,0.0,2012-08-16
Keroseno,537.0,2012-08-16
Búnker,0.0,2012-08-16
IFO 380,0.0,2012-08-16
Asfalto,0.0,2012-08-16
Diésel pesado,0.0,2012-08-16
Emulsión asfáltica,0.0,2012-08-16
LPG (70-30),0.0,2012-08-16
LPG (rico en propano),0.0,2012-08-16
Av-Gas,825.0,2012-08-16
Jet fuel A-1,570.0,2012-08-16
Nafta liviana,0.0,2012-08-16
Nafta Pesada,0.0,2012-08-16
Gasolina súper,743.0,2012-07-06
Gasolina plus 91,697.0,2012-07-06
Gasolina plus 91 pescadores,0.0,2012-07-06
Diésel 50 ppm de azufre,604.0,2012-07-06
Diésel pescadores,0.0,2012-07-06
Diésel térmico,0.0,2012-07-06
Keroseno,535.0,2012-07-06
Búnker,0.0,2012-07-06
IFO 380,0.0,2012-07-06
Asfalto,0.0,2012-07-06
Diésel pesado,0.0,2012-07-06
Emulsión asfáltica,0.0,2012-07-06
LPG (70-30),0.0,2012-07-06
LPG (rico en propano),0.0,2012-07-06
Av-Gas,843.0,2012-07-06
Jet fuel A-1,568.0,2012-07-06
Nafta liviana,0.0,2012-07-06
Nafta Pesada,0.0,2012-07-06
Gasolina súper,746.0,2012-04-26
Gasolina plus 91,735.0,2012-04-26
Gasolina plus 91 pescadores,0.0,2012-04-26
Diésel 50 ppm de azufre,667.0,2012-04-26
Diésel pescadores,0.0,2012-04-26
Diésel térmico,0.0,2012-04-26
Keroseno,607.0,2012-04-26
Búnker,0.0,2012-04-26
IFO 380,0.0,2012-04-26
Asfalto,0.0,2012-04-26
Diésel pesado,0.0,2012-04-26
Emulsión asfáltica,0.0,2012-04-26
LPG (70-30),0.0,2012-04-26
LPG (rico en propano),0.0,2012-04-26
Av-Gas,820.0,2012-04-26
Jet fuel A-1,633.0,2012-04-26
Nafta liviana,0.0,2012-04-26
Nafta Pesada,0.0,2012-04-26
Gasolina súper,724.0,2012-03-21
Gasolina plus 91,706.0,2012-03-21
Diésel 50 ppm de azufre,645.0,2012-03-21
Keroseno,592.0,2012-03-21
Av-Gas,812.0,2012-03-21
Jet fuel A-1,618.0,2012-03-21
Gasolina súper,680.0,2012-03-21
Gasolina plus 91,663.0,2012-03-21
Diésel 50 ppm de azufre,598.0,2012-03-21
Keroseno,548.0,2012-03-21
Av-Gas,744.0,2012-03-21
Jet fuel A-1,572.0,2012-03-21
Gasolina súper,677.0,2012-03-21
Gasolina plus 91,660.0,2012-03-21
Diésel 50 ppm de azufre,597.0,2012-03-21
Keroseno,547.0,2012-03-21
Av-Gas,741.0,2012-03-21
Jet fuel A-1,571.0,2012-03-21
Gasolina súper,644.0,2012-03-21
Gasolina plus 91,627.0,2012-03-21
Gasolina plus 91 pescadores,0.0,2012-03-21
Diésel 50 ppm de azufre,586.0,2012-03-21
Diésel pescadores,0.0,2012-03-21
Diésel térmico,0.0,2012-03-21
Keroseno,536.0,2012-03-21
Búnker,0.0,2012-03-21
IFO 380,0.0,2012-03-21
Asfalto,0.0,2012-03-21
Diésel pesado,0.0,2012-03-21
Emulsión asfáltica,0.0,2012-03-21
LPG (70-30),0.0,2012-03-21
LPG (rico en propano),0.0,2012-03-21
Av-Gas,719.0,2012-03-21
Jet fuel A-1,559.0,2012-03-21
Nafta liviana,0.0,2012-03-21
Nafta Pesada,0.0,2012-03-21
Gasolina súper,615.0,2012-02-01
Gasolina plus 91,600.0,2012-02-01
Gasolina plus 91 pescadores,0.0,2012-02-01
Diésel 50 ppm de azufre,575.0,2012-02-01
Diésel pescadores,0.0,2012-02-01
Diésel térmico,0.0,2012-02-01
Keroseno,517.0,2012-02-01
Búnker,0.0,2012-02-01
IFO 380,0.0,2012-02-01
Asfalto,0.0,2012-02-01
Diésel pesado,0.0,2012-02-01
Emulsión asfáltica,0.0,2012-02-01
LPG (70-30),0.0,2012-02-01
LPG (rico en propano),0.0,2012-02-01
Av-Gas,703.0,2012-02-01
Jet fuel A-1,541.0,2012-02-01
Nafta liviana,0.0,2012-02-01
Nafta Pesada,0.0,2012-02-01
Gasolina súper,693.0,2011-12-26
Gasolina plus 91,662.0,2011-12-26
Diésel 50 ppm de azufre,613.0,2011-12-26
Keroseno,532.0,2011-12-26
Av-Gas,841.0,2011-12-26
Jet fuel A-1,578.0,2011-12-26
Gasolina súper,655.0,2011-12-26
Gasolina plus 91,637.0,2011-12-26
